ProductId;ReferenceNo;EAN;Manufacturer;Price_B2B_Regular;Price_B2B_Discounted;Price_B2B_DiscountPercent;Price_B2B_DiscountAmount;Price_B2C_exclVAT;Price_B2C_inclVAT;Price_B2C_VATRate;Price_B2C_VATCountry;Price_B2X_Currency;Stock;StockNextDelivery;StockNextDeliveryAccessVolume;WarrantyCode;EOL;Promotion;NonReturnable;RemainingStock;ImagePrimary;ImageAdditional;ProductLink;GrossWeight;NetWeight;RelatedProducts;AccessoryProducts;Description_1031_German;CategoryName_1031_German;CategoryPath_1031_German;WarrantyDescription_1031_German;Description_1033_English;CategoryName_1033_English;CategoryPath_1033_English;WarrantyDescription_1033_English;Description_1036_French;CategoryName_1036_French;CategoryPath_1036_French;WarrantyDescription_1036_French;Description_1043_Dutch;CategoryName_1043_Dutch;CategoryPath_1043_Dutch;WarrantyDescription_1043_Dutch;ProductDisplayType;LicenseTypeCode;LicenseTypeDescription
6482744;9EP-00094;;Microsoft;445;445;0;0;638,16;765,79;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OLP SC DC 16Core SA CHRTY [NL];Anwendungen;Software|Anwendungen;;MS OLP SC DC 16Core SA CHRTY [NL];Applications;Software|Applications;;MS OLP SC DC 16Core SA CHRTY [NL];Applications;Logiciels|Applications;;MS OLP SC DC 16Core SA CHRTY [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOL;Microsoft Open License
2130239;GV-N166TOC-6GD;4719331304454;Gigabyte;236,9;236,9;0;0;0;0;20;FR;EUR;0;2020-01-24;56;GH36;0;0;0;0;;;;1,01;;;;GIGA VGA 6GB GTX1660TI OC 6G 3xDP/HDMI;Grafikkarten;Grafikkarten;36 Monate Garantie (Service/Retoure ü. Hersteller);GIGA VGA 6GB GTX1660TI OC 6G 3xDP/HDMI;Video Cards;Video Cards;;GIGA VGA 6GB GTX1660TI OC 6G 3xDP/HDMI;Cartes vidéo;Cartes vidéo;36 mois garantie retour constructeur;GIGA VGA 6GB GTX1660TI OC 6G 3xDP/HDMI;Grafische kaarten;Grafische kaarten;;RegularProduct;;
3910429;BX500CI;0731304307365;APC by Schneider Electric;55;55;0;0;0;0;20;FR;EUR;22;;0;GH24;0;0;0;0;;;;5,68;;;3910266;APC Back-UPS BX  500 VA BX500CI;Netzteile & USVs;Netzteile & USVs;24 Monate Garantie (Service/Retoure ü. Hersteller);APC Back-UPS BX  500 VA BX500CI;UPS & Power Devices;UPS & Power Devices;;APC Back-UPS BX  500 VA BX500CI;Onduleurs et Périphériques d'alimentation;Onduleurs et Périphériques d'alimentation;24 mois garantie retour constructeur;APC Back-UPS BX  500 VA BX500CI;Voeding & UPS;Voeding & UPS;;RegularProduct;;
6480734;W06-00793;;Microsoft;69,5;69,5;0;0;82,49;98,99;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVS Core D-CAL Lic/SA EE 1Y [NL];Anwendungen;Software|Anwendungen;;MS OVS Core D-CAL Lic/SA EE 1Y [NL];Applications;Software|Applications;;MS OVS Core D-CAL Lic/SA EE 1Y [NL];Applications;Logiciels|Applications;;MS OVS Core D-CAL Lic/SA EE 1Y [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
5700085;HLL3270CDWG1;4977766790130;Brother;177,31;177,31;0;0;0;0;20;FR;EUR;8;;0;GHV36;0;0;0;0;;;;22,1;;;5770183|5770184|5770185|5770186|5770187|5770188|5770189;Brother HL-L3270CDW Farb LED Drucker;Drucker;Drucker;36 Monate Garantie (Vor-Ort-Service d. Hersteller);Brother HL-L3270CDW Farb LED Drucker;Printers;Printers;36 Months Warranty (On-Site via manufacturer);Brother HL-L3270CDW Farb LED Drucker;Imprimantes;Imprimantes;;Brother HL-L3270CDW Farb LED Drucker;Printer;Printer;;RegularProduct;;
3850280;TVS-1672XU-RP-I3-8G;4713213514672;QNAP;2685;2685;0;0;2799;3358,8;20;FR;EUR;1;2020-01-23;1;G36;0;0;0;0;;;;23;;;2475105|2475106|2475109|2475115|2475124|3850090|3850238|3850251|3850261|3850283|3850284|3850300|3850317|3850335|3850365|3853128;QNAP NAS TVS-1672XU-RP-i3-8G (16 Bay) 3U;Netzwerkspeicher;Peripherie|Netzwerkspeicher;Bring-In-Service 36 Mon.;QNAP NAS TVS-1672XU-RP-i3-8G (16 Bay) 3U;Network Storage;Peripherals|Network Storage;36 Months Warranty (Bring-in);QNAP NAS TVS-1672XU-RP-i3-8G (16 Bay) 3U;Stockage en réseau;Périphériques|Stockage en réseau;36 mois garantie retour atelier;QNAP NAS TVS-1672XU-RP-i3-8G (16 Bay) 3U;Netwerkgeheugen;Randapparatuur|Netwerkgeheugen;36 Maanden garantie (bring in);RegularProduct;;
1481109;B25M/UK STECKER;4039407034062;WORTMANN AG;29;29;0;0;40,83;49;20;FR;EUR;65;;0;;0;0;0;0;;;;0,3;;;;NB MOBILE 1060 Netzteil UK;Netzteile & USVs;Netzteile & USVs;;NB MOBILE 1060 Netzteil UK;UPS & Power Devices;UPS & Power Devices;;NB MOBILE 1060 Netzteil UK;Onduleurs et Périphériques d'alimentation;Onduleurs et Périphériques d'alimentation;;NB MOBILE 1060 Netzteil UK;Voeding & UPS;Voeding & UPS;;RegularProduct;;
3810033;84220;4043619842209;DeLock;0,69;0,69;0;0;0;0;20;FR;EUR;42;;0;G24;0;0;0;0;;;;0,02;;;;Kabel SATA ca. 50cm int. abgew.(ob/li) / gerade;Speicherkabel;Kabel|Speicherkabel;Bring-In-Service 24 Mon.;Kabel SATA ca. 50cm int. abgew.(ob/li) / gerade;Storage Cables;Cables|Storage Cables;24 Months Warranty (Bring-in);Kabel SATA ca. 50cm int. abgew.(ob/li) / gerade;Câble(s) de stockage;Câbles|Câble(s) de stockage;24 mois garantie retour atelier;Kabel SATA ca. 50cm int. abgew.(ob/li) / gerade;Geheugenkabel;Kabel|Geheugenkabel;24 Maanden garantie (bring in);RegularProduct;;
6463026;SP-NAC-1444020;;Securepoint;508;508;0;0;677;812,4;20;FR;EUR;0;;0;G24;0;0;0;0;;;;0;;;;Ver. Securepoint NAC Maint. 40 User 1 Jahr;Netzwerk;Garantieverlängerung|Netzwerk;Bring-In-Service 24 Mon.;Ver. Securepoint NAC Maint. 40 User 1 Jahr;Networking;Warranty extension|Networking;24 Months Warranty (Bring-in);Ver. Securepoint NAC Maint. 40 User 1 Jahr;Réseau;Extension de garantie|Réseau;24 mois garantie retour atelier;Ver. Securepoint NAC Maint. 40 User 1 Jahr;Netwerk;Garantie uitbreiding|Netwerk;24 Maanden garantie (bring in);RegularProduct;SECLIZ;Securepoint Lizenz mit Endkundendaten
7002101;43FCE491-1J;;Microsoft;841,9;841,9;0;0;1011,6;1213,92;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;TERRA CLOUD CSP MS Strm Strg Add-On 500 GB [J;CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS Strm Strg Add-On 500 GB [J;CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS Strm Strg Add-On 500 GB [J;CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP MS Strm Strg Add-On 500 GB [J;CLOUD_SAAS;CLOUD|CLOUD_SAAS;;Info;CSP;Microsoft Cloud Solution Provider
6482062;D87-02286;;Microsoft;235,5;235,5;0;0;287,78;345,34;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OLP Visio Pro SA GOV [NL];Anwendungen;Software|Anwendungen;;MS OLP Visio Pro SA GOV [NL];Applications;Software|Applications;;MS OLP Visio Pro SA GOV [NL];Applications;Logiciels|Applications;;MS OLP Visio Pro SA GOV [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOL;Microsoft Open License
7001108;DB5E0B1C;;Microsoft;46,43;46,43;0;0;53,7;64,44;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;TERRA CLOUD CSP M365 EE E5 w/o Audio Conf [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP M365 EE E5 w/o Audio Conf [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP M365 EE E5 w/o Audio Conf [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;TERRA CLOUD CSP M365 EE E5 w/o Audio Conf [M];CLOUD_SAAS;CLOUD|CLOUD_SAAS;;Info;CSP;Microsoft Cloud Solution Provider
5310441;C9372A;0808736779807;Hewlett Packard;45,49;45,49;0;0;0;0;20;FR;EUR;9;;0;G06;0;0;0;0;;;;0,13;;;;Tinte HP Designjet T610/T770 magenta (130ml);Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);Tinte HP Designjet T610/T770 magenta (130ml);Consumables;Consumables;6 Months Warranty (Bring-in);Tinte HP Designjet T610/T770 magenta (130ml);Consommables;Consommables;6 mois garantie retour atelier;Tinte HP Designjet T610/T770 magenta (130ml);Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
2590202;JETXAVDEVKIT-PB;3536403368319;PNY Technologies;639;639;0;0;879;1054,8;20;FR;EUR;0;;0;G12;0;0;0;0;;;;1,8;;;;NVIDIA Jetson AGX Xavier Developer Kit+++;Systemzubehör;Zubehör|Systemzubehör;12 Monate Garantie (Bring-in);NVIDIA Jetson AGX Xavier Developer Kit+++;System Accessories;Accessories|System Accessories;;NVIDIA Jetson AGX Xavier Developer Kit+++;Accessoires du système;Accessoires|Accessoires du système;Garantie 12 mois retour;NVIDIA Jetson AGX Xavier Developer Kit+++;systeemtoebehoren;Toebehoren|systeemtoebehoren;;RegularProduct;;
6482745;381-03100;;Microsoft;9;9;0;0;10,54;12,65;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OLP Exchange Std D-CAL SA CHRTY [NL;Anwendungen;Software|Anwendungen;;MS OLP Exchange Std D-CAL SA CHRTY [NL;Applications;Software|Applications;;MS OLP Exchange Std D-CAL SA CHRTY [NL;Applications;Logiciels|Applications;;MS OLP Exchange Std D-CAL SA CHRTY [NL;toepassingen;Software|toepassingen;;RegularProduct;MSOL;Microsoft Open License
2130240;GV-N166TIXOC-6GD;4719331304461;Gigabyte;227,9;227,9;0;0;0;0;20;FR;EUR;0;2020-01-22;19;GH36;0;0;0;0;;;;1,01;;;;GIGA VGA 6GB GTX1660TI MINIITX OC 6G 3xDP/HDMI;Grafikkarten;Grafikkarten;36 Monate Garantie (Service/Retoure ü. Hersteller);GIGA VGA 6GB GTX1660TI MINIITX OC 6G 3xDP/HDMI;Video Cards;Video Cards;;GIGA VGA 6GB GTX1660TI MINIITX OC 6G 3xDP/HDMI;Cartes vidéo;Cartes vidéo;36 mois garantie retour constructeur;GIGA VGA 6GB GTX1660TI MINIITX OC 6G 3xDP/HDMI;Grafische kaarten;Grafische kaarten;;RegularProduct;;
2430005;ST1000LM048;0763649098301;Seagate;34;34;0;0;0;0;20;FR;EUR;100;;0;G24;0;0;0;0;;;;0,14;;;;Seagate HD2.5 SATA3 1TB ST1000LM048 / 7mm (Di);Festplatten & SSD;HDD SSD DVD STR|Festplatten & SSD;Bring-In-Service 24 Mon.;Seagate HD2.5 SATA3 1TB ST1000LM048 / 7mm (Di);Hard Drives;HDD SSD DVD STR|Hard Drives;24 Months Warranty (Bring-in);Seagate HD2.5 SATA3 1TB ST1000LM048 / 7mm (Di);Disques durs et SSD;DD SSD DVD STR|Disques durs et SSD;24 mois garantie retour atelier;Seagate HD2.5 SATA3 1TB ST1000LM048 / 7mm (Di);Harddisk & SSD;HDD SSD DVD STR|Harddisk & SSD;24 Maanden garantie (bring in);RegularProduct;;
5210441;44472603;5031713048954;OKI;52,9;52,9;0;0;0;0;20;FR;EUR;5;;0;G06;0;0;0;0;;;;1,49;;;;OKI C3xx/5xx/MC3x1/36x/56x Heizungseinheit 60k;Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);OKI C3xx/5xx/MC3x1/36x/56x Heizungseinheit 60k;Consumables;Consumables;6 Months Warranty (Bring-in);OKI C3xx/5xx/MC3x1/36x/56x Heizungseinheit 60k;Consommables;Consommables;6 mois garantie retour atelier;OKI C3xx/5xx/MC3x1/36x/56x Heizungseinheit 60k;Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
6480736;76A-00325;;Microsoft;154,5;154,5;0;0;184,06;220,87;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVS D-CAL EE Lic/SA w Services 1Y [NL];Anwendungen;Software|Anwendungen;;MS OVS D-CAL EE Lic/SA w Services 1Y [NL];Applications;Software|Applications;;MS OVS D-CAL EE Lic/SA w Services 1Y [NL];Applications;Logiciels|Applications;;MS OVS D-CAL EE Lic/SA w Services 1Y [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
3910430;BX700U-GR;0731304315780;APC by Schneider Electric;75;75;0;0;0;0;20;FR;EUR;18;;0;GH24;0;0;0;0;;;;6,4;;;3910266|3910277;APC Back-UPS BX  700 VA BX700U-GR;Netzteile & USVs;Netzteile & USVs;24 Monate Garantie (Service/Retoure ü. Hersteller);APC Back-UPS BX  700 VA BX700U-GR;UPS & Power Devices;UPS & Power Devices;;APC Back-UPS BX  700 VA BX700U-GR;Onduleurs et Périphériques d'alimentation;Onduleurs et Périphériques d'alimentation;24 mois garantie retour constructeur;APC Back-UPS BX  700 VA BX700U-GR;Voeding & UPS;Voeding & UPS;;RegularProduct;;
2190164;M393B2G70DB0-YK0;;Samsung;112;112;0;0;0;0;20;FR;EUR;12;2020-01-30;50;G36;1;0;0;1;;;;0,03;;2190597;;RAM DDR3L REG 16GB / PC1600/ECC/Samsung (2Rx4);Arbeitsspeicher;Arbeitsspeicher;Bring-In-Service 36 Mon.;RAM DDR3L REG 16GB / PC1600/ECC/Samsung (2Rx4);RAM;RAM;36 Months Warranty (Bring-in);RAM DDR3L REG 16GB / PC1600/ECC/Samsung (2Rx4);RAM;RAM;36 mois garantie retour atelier;RAM DDR3L REG 16GB / PC1600/ECC/Samsung (2Rx4);RAM;RAM;36 Maanden garantie (bring in);RegularProduct;;
5700090;DCPL3510CDWG1;4977766790154;Brother;253;253;0;0;0;0;20;FR;EUR;17;;0;;0;0;0;0;;;;0;;;5770183|5770184|5770185|5770186|5770187|5770188|5770189;Brother DCP-L3510CDW COLOR-Laser AiO (3in1);Multifunktionsgeräte;Multifunktionsgeräte;;Brother DCP-L3510CDW COLOR-Laser AiO (3in1);Multifunctional Devices;Multifunctional Devices;;Brother DCP-L3510CDW COLOR-Laser AiO (3in1);Périphériques multifonctions;Périphériques multifonctions;;Brother DCP-L3510CDW COLOR-Laser AiO (3in1);Multifunctionele apparaten;Multifunctionele apparaten;;RegularProduct;;
2922347;JM-0300SL-2;4025112082658;WORTMANN AG;4,55;4,55;0;0;7,49;8,99;20;FR;EUR;0;2020-02-21;100;G24;0;0;0;0;item292234710000.jpg;item292234730000.jpg|item292234720000.jpg;;0,15;;2810344|2920082;;TERRA Mouse 1000 Corded USB black;Mäuse;Peripherie|Mäuse;Bring-In-Service 24 Mon.;TERRA Mouse 1000 Corded USB black;Pointing Devices;Peripherals|Pointing Devices;24 Months Warranty (Bring-in);TERRA Mouse 1000 Corded USB black;Dispositifs de pointage;Périphériques|Dispositifs de pointage;24 mois garantie retour atelier;TERRA Mouse 1000 Corded USB black;Muizen;Randapparatuur|Muizen;24 Maanden garantie (bring in);RegularProduct;;
3850281;TVS-2472XU-RP-I5-8G;4713213514689;QNAP;3549;3549;0;0;3699;4438,8;20;FR;EUR;0;;0;G36;0;0;0;0;;;;28;;;2470176|2470177|2470178|2470180|2470184|2470185|2475521|2475522|2475523|2475524|3850090|3850238|3850251|3850261|3850283|3850284|3850300|3850317|3850335|3850365|3853111;QNAP NAS TVS-2472XU-RP-i5-8G (24 Bay) 4U+++;Netzwerkspeicher;Peripherie|Netzwerkspeicher;Bring-In-Service 36 Mon.;QNAP NAS TVS-2472XU-RP-i5-8G (24 Bay) 4U+++;Network Storage;Peripherals|Network Storage;36 Months Warranty (Bring-in);QNAP NAS TVS-2472XU-RP-i5-8G (24 Bay) 4U+++;Stockage en réseau;Périphériques|Stockage en réseau;36 mois garantie retour atelier;QNAP NAS TVS-2472XU-RP-i5-8G (24 Bay) 4U+++;Netwerkgeheugen;Randapparatuur|Netwerkgeheugen;36 Maanden garantie (bring in);RegularProduct;;
1481115;SP-UTM-11065;;Securepoint;20;20;0;0;0;0;20;FR;EUR;75;;0;G24;0;0;0;0;;;;0,03;;;;TERRA FIREWALL UMTS/LTE Antenne;FIREWALL;FIREWALL;Bring-In-Service 24 Mon.;TERRA FIREWALL UMTS/LTE Antenne;FIREWALL;FIREWALL;24 Months Warranty (Bring-in);TERRA FIREWALL UMTS/LTE Antenne;PARE-FEU;PARE-FEU;24 mois garantie retour atelier;TERRA FIREWALL UMTS/LTE Antenne;FIREWALL;FIREWALL;24 Maanden garantie (bring in);RegularProduct;;
6482748;6VC-01522;;Microsoft;9,5;9,5;0;0;10,89;13,07;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OVS RDS D-CAL Lic/SA ADD 1Y [E];Anwendungen;Software|Anwendungen;;MS OVS RDS D-CAL Lic/SA ADD 1Y [E];Applications;Software|Applications;;MS OVS RDS D-CAL Lic/SA ADD 1Y [E];Applications;Logiciels|Applications;;MS OVS RDS D-CAL Lic/SA ADD 1Y [E];toepassingen;Software|toepassingen;;RegularProduct;MSOV;Microsoft Open Value
6482066;KF4-00003;;Microsoft;18;18;0;0;21,38;25,66;20;FR;EUR;100;;0;;0;0;0;0;;;;0;;;;MS OLP Office 365 Adv. Threat Protection Qlfd [NL];Anwendungen;Software|Anwendungen;;MS OLP Office 365 Adv. Threat Protection Qlfd [NL];Applications;Software|Applications;;MS OLP Office 365 Adv. Threat Protection Qlfd [NL];Applications;Logiciels|Applications;;MS OLP Office 365 Adv. Threat Protection Qlfd [NL];toepassingen;Software|toepassingen;;RegularProduct;MSOL;Microsoft Open License
5310442;C9371A;0808736779784;Hewlett Packard;45,49;45,49;0;0;0;0;20;FR;EUR;14;;0;G06;0;0;0;0;;;;0,13;;;;Tinte HP Designjet T610/T770 cyan (130ml);Verbrauchsmaterial;Verbrauchsmaterial;6 Monate Garantie (Bring-in);Tinte HP Designjet T610/T770 cyan (130ml);Consumables;Consumables;6 Months Warranty (Bring-in);Tinte HP Designjet T610/T770 cyan (130ml);Consommables;Consommables;6 mois garantie retour atelier;Tinte HP Designjet T610/T770 cyan (130ml);Verbruikersartikelen;Verbruikersartikelen;6 Maanden garantie (bring in);RegularProduct;;
2130242;GV-N1660OC-6GD;4719331304485;Gigabyte;186,9;186,9;0;0;0;0;20;FR;EUR;0;2020-01-22;20;GH36;0;0;0;0;;;;1,01;;;;GIGA VGA 6GB GTX1660 OC 6GD 3xDP/HDMI;Grafikkarten;Grafikkarten;36 Monate Garantie (Service/Retoure ü. Hersteller);GIGA VGA 6GB GTX1660 OC 6GD 3xDP/HDMI;Video Cards;Video Cards;;GIGA VGA 6GB GTX1660 OC 6GD 3xDP/HDMI;Cartes vidéo;Cartes vidéo;36 mois garantie retour constructeur;GIGA VGA 6GB GTX1660 OC 6GD 3xDP/HDMI;Grafische kaarten;Grafische kaarten;;RegularProduct;;
6463027;SP-NAC-1444021;;Securepoint;600;600;0;0;800;960;20;FR;EUR;0;;0;G24;0;0;0;0;;;;0;;;;Ver. Securepoint NAC Maint. 50 User 1 Jahr;Netzwerk;Garantieverlängerung|Netzwerk;Bring-In-Service 24 Mon.;Ver. Securepoint NAC Maint. 50 User 1 Jahr;Networking;Warranty extension|Networking;24 Months Warranty (Bring-in);Ver. Securepoint NAC Maint. 50 User 1 Jahr;Réseau;Extension de garantie|Réseau;24 mois garantie retour atelier;Ver. Securepoint NAC Maint. 50 User 1 Jahr;Netwerk;Garantie uitbreiding|Netwerk;24 Maanden garantie (bring in);RegularProduct;SECLIZ;Securepoint Lizenz mit Endkundendaten
